Partido,Nivel de Gobierno,Profesion Clasificada,N Candidatos,Total Candidatos del Nivel,% del total
Fe en el Perú,REGIONAL,INGENIERIA,2,24,8.33
Fe en el Perú,REGIONAL,ENFERMERIA,1,24,4.17
Fe en el Perú,REGIONAL,MEDICINA,1,24,4.17
Fe en el Perú,REGIONAL,MEDICO CIRUJANO,1,24,4.17
Frente de la Esperanza 2021,GENERAL,INGENIERIA,132,1372,9.62
Frente de la Esperanza 2021,GENERAL,EDUCACION,128,1372,9.33
Frente de la Esperanza 2021,GENERAL,DERECHO,57,1372,4.15
Frente de la Esperanza 2021,GENERAL,CONTABILIDAD,42,1372,3.06
Frente de la Esperanza 2021,GENERAL,ADMINISTRACION,39,1372,2.84
Frente de la Esperanza 2021,GENERAL,ENFERMERIA,25,1372,1.82
Frente de la Esperanza 2021,GENERAL,CIENCIAS POLITICAS,16,1372,1.17
Frente de la Esperanza 2021,GENERAL,AGROPECUARIA,13,1372,0.95
Frente de la Esperanza 2021,GENERAL,CIENCIAS DE LA COMUNICACION,12,1372,0.87
Frente de la Esperanza 2021,GENERAL,PSICOLOGIA,11,1372,0.8
Frente de la Esperanza 2021,GENERAL,ECONOMIA,9,1372,0.66
Frente de la Esperanza 2021,GENERAL,OTROS - OFICIO TECNICO,9,1372,0.66
Frente de la Esperanza 2021,GENERAL,ARTE Y DISENO,6,1372,0.44
Frente de la Esperanza 2021,GENERAL,OBSTETRICIA,6,1372,0.44
Frente de la Esperanza 2021,GENERAL,ODONTOLOGIA,6,1372,0.44
Frente de la Esperanza 2021,GENERAL,ARQUITECTURA,4,1372,0.29
Frente de la Esperanza 2021,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,4,1372,0.29
Frente de la Esperanza 2021,GENERAL,MEDICO CIRUJANO,4,1372,0.29
Frente de la Esperanza 2021,GENERAL,BIOLOGIA,3,1372,0.22
Frente de la Esperanza 2021,GENERAL,HISTORIA,3,1372,0.22
Frente de la Esperanza 2021,GENERAL,IDIOMAS,3,1372,0.22
Frente de la Esperanza 2021,GENERAL,MEDICO VETERINARIO,3,1372,0.22
Frente de la Esperanza 2021,GENERAL,CIENCIAS SOCIALES,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,COMPUTACION E INFORMATICA,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,FARMACIA Y BIOQUIMICA,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,MEDICINA,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,NUTRICION Y DIETETICA,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,POLICIA O MILITAR,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,TECNOLOGIA MEDICA,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,TURISMO Y HOTELERIA,2,1372,0.15
Frente de la Esperanza 2021,GENERAL,ARQUEOLOGIA,1,1372,0.07
Frente de la Esperanza 2021,GENERAL,CARPINTERIA,1,1372,0.07
Frente de la Esperanza 2021,GENERAL,FILOSOFIA Y TEOLOGIA,1,1372,0.07
Frente de la Esperanza 2021,GENERAL,GASTRONOMIA,1,1372,0.07
Frente de la Esperanza 2021,GENERAL,MATEMATICA Y ESTADISTICA,1,1372,0.07
Frente de la Esperanza 2021,GENERAL,QUIMICA,1,1372,0.07
Frente de la Esperanza 2021,GENERAL,SOCIOLOGIA,1,1372,0.07
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,INGENIERIA,85,1032,8.24
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,EDUCACION,82,1032,7.95
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ADMINISTRACION,31,1032,3
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,DERECHO,31,1032,3
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,CONTABILIDAD,29,1032,2.81
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ENFERMERIA,19,1032,1.84
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,AGROPECUARIA,9,1032,0.87
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,9,1032,0.87
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,9,1032,0.87
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ECONOMIA,7,1032,0.68
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,7,1032,0.68
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,PSICOLOGIA,7,1032,0.68
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ARQUITECTURA,4,1032,0.39
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ARTE Y DISENO,4,1032,0.39
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ODONTOLOGIA,4,1032,0.39
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,3,1032,0.29
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,OBSTETRICIA,3,1032,0.29
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,CIENCIAS FORESTALES Y AMBIENTALES,2,1032,0.19
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,2,1032,0.19
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,2,1032,0.19
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,HISTORIA,2,1032,0.19
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,IDIOMAS,2,1032,0.19
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,2,1032,0.19
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,ARQUEOLOGIA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,BIOLOGIA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,CARPINTERIA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,GASTRONOMIA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,POLICIA O MILITAR,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,QUIMICA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,SOCIOLOGIA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,1,1032,0.1
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,INGENIERIA,42,289,14.53
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,EDUCACION,40,289,13.84
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,DERECHO,24,289,8.3
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,CONTABILIDAD,13,289,4.5
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,ADMINISTRACION,8,289,2.77
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,7,289,2.42
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,ENFERMERIA,6,289,2.08
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,AGROPECUARIA,4,289,1.38
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,PSICOLOGIA,4,289,1.38
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,3,289,1.04
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,OBSTETRICIA,3,289,1.04
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,ARTE Y DISENO,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,BIOLOGIA,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,MEDICINA,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,ODONTOLOGIA,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,2,289,0.69
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,CIENCIAS FORESTALES Y AMBIENTALES,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,ECONOMIA,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,FILOSOFIA Y TEOLOGIA,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,HISTORIA,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,IDIOMAS,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,1,289,0.35
Frente de la Esperanza 2021,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,1,289,0.35
Frente de la Esperanza 2021,REGIONAL,EDUCACION,6,51,11.76
Frente de la Esperanza 2021,REGIONAL,INGENIERIA,5,51,9.8
Frente de la Esperanza 2021,REGIONAL,DERECHO,2,51,3.92
Frente de la Esperanza 2021,REGIONAL,CIENCIAS FORESTALES Y AMBIENTALES,1,51,1.96
Frente de la Esperanza 2021,REGIONAL,ECONOMIA,1,51,1.96
Frente de la Esperanza 2021,REGIONAL,MEDICO VETERINARIO,1,51,1.96
Frepap,GENERAL,EDUCACION,63,1248,5.05
Frepap,GENERAL,INGENIERIA,38,1248,3.04
Frepap,GENERAL,ADMINISTRACION,23,1248,1.84
Frepap,GENERAL,CONTABILIDAD,14,1248,1.12
Frepap,GENERAL,DERECHO,13,1248,1.04
Frepap,GENERAL,OTROS - OFICIO TECNICO,13,1248,1.04
Frepap,GENERAL,PSICOLOGIA,8,1248,0.64
Frepap,GENERAL,FARMACIA Y BIOQUIMICA,6,1248,0.48
Frepap,GENERAL,ARQUITECTURA,5,1248,0.4
Frepap,GENERAL,CIENCIAS POLITICAS,5,1248,0.4
Frepap,GENERAL,COMPUTACION E INFORMATICA,5,1248,0.4
Frepap,GENERAL,IDIOMAS,5,1248,0.4
Frepap,GENERAL,CIENCIAS DE LA COMUNICACION,4,1248,0.32
Frepap,GENERAL,AGROPECUARIA,3,1248,0.24
Frepap,GENERAL,ECONOMIA,3,1248,0.24
Frepap,GENERAL,MEDICO VETERINARIO,3,1248,0.24
Frepap,GENERAL,TURISMO Y HOTELERIA,3,1248,0.24
Frepap,GENERAL,CIENCIAS SOCIALES,2,1248,0.16
Frepap,GENERAL,ENFERMERIA,2,1248,0.16
Frepap,GENERAL,MEDICINA,2,1248,0.16
Frepap,GENERAL,NUTRICION Y DIETETICA,2,1248,0.16
Frepap,GENERAL,ODONTOLOGIA,2,1248,0.16
Frepap,GENERAL,ARTE Y DISENO,1,1248,0.08
Frepap,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,1,1248,0.08
Frepap,GENERAL,MATEMATICA Y ESTADISTICA,1,1248,0.08
Frepap,GENERAL,OBSTETRICIA,1,1248,0.08
Frepap,MUNICIPAL DISTRITAL,EDUCACION,24,416,5.77
Frepap,MUNICIPAL DISTRITAL,ADMINISTRACION,12,416,2.88
Frepap,MUNICIPAL DISTRITAL,INGENIERIA,12,416,2.88
Frepap,MUNICIPAL DISTRITAL,DERECHO,5,416,1.2
Frepap,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,5,416,1.2
Frepap,MUNICIPAL DISTRITAL,CONTABILIDAD,4,416,0.96
Frepap,MUNICIPAL DISTRITAL,PSICOLOGIA,4,416,0.96
Frepap,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,3,416,0.72
Frepap,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,3,416,0.72
Frepap,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,3,416,0.72
Frepap,MUNICIPAL DISTRITAL,IDIOMAS,3,416,0.72
Frepap,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,2,416,0.48
Frepap,MUNICIPAL DISTRITAL,ECONOMIA,2,416,0.48
Frepap,MUNICIPAL DISTRITAL,ODONTOLOGIA,2,416,0.48
Frepap,MUNICIPAL DISTRITAL,ARQUITECTURA,1,416,0.24
Frepap,MUNICIPAL DISTRITAL,CIENCIAS SOCIALES,1,416,0.24
Frepap,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,1,416,0.24
Frepap,MUNICIPAL DISTRITAL,OBSTETRICIA,1,416,0.24
Frepap,MUNICIPAL PROVINCIAL,EDUCACION,31,584,5.31
Frepap,MUNICIPAL PROVINCIAL,INGENIERIA,23,584,3.94
Frepap,MUNICIPAL PROVINCIAL,ADMINISTRACION,9,584,1.54
Frepap,MUNICIPAL PROVINCIAL,CONTABILIDAD,8,584,1.37
Frepap,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,7,584,1.2
Frepap,MUNICIPAL PROVINCIAL,DERECHO,6,584,1.03
Frepap,MUNICIPAL PROVINCIAL,ARQUITECTURA,4,584,0.68
Frepap,MUNICIPAL PROVINCIAL,PSICOLOGIA,4,584,0.68
Frepap,MUNICIPAL PROVINCIAL,AGROPECUARIA,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,ENFERMERIA,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,FARMACIA Y BIOQUIMICA,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,IDIOMAS,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,2,584,0.34
Frepap,MUNICIPAL PROVINCIAL,ARTE Y DISENO,1,584,0.17
Frepap,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,1,584,0.17
Frepap,MUNICIPAL PROVINCIAL,CIENCIAS FORESTALES Y AMBIENTALES,1,584,0.17
Frepap,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,1,584,0.17
Frepap,MUNICIPAL PROVINCIAL,ECONOMIA,1,584,0.17
Frepap,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,1,584,0.17
Frepap,MUNICIPAL PROVINCIAL,MEDICINA,1,584,0.17
Frepap,REGIONAL,EDUCACION,8,248,3.23
Frepap,REGIONAL,INGENIERIA,3,248,1.21
Frepap,REGIONAL,ADMINISTRACION,2,248,0.81
Frepap,REGIONAL,COMPUTACION E INFORMATICA,2,248,0.81
Frepap,REGIONAL,CONTABILIDAD,2,248,0.81
Frepap,REGIONAL,DERECHO,2,248,0.81
Frepap,REGIONAL,NUTRICION Y DIETETICA,2,248,0.81
Frepap,REGIONAL,AGROPECUARIA,1,248,0.4
Frepap,REGIONAL,CIENCIAS POLITICAS,1,248,0.4
Frepap,REGIONAL,FARMACIA Y BIOQUIMICA,1,248,0.4
Frepap,REGIONAL,MEDICINA,1,248,0.4
Frepap,REGIONAL,OTROS - OFICIO TECNICO,1,248,0.4
Frepap,REGIONAL,TURISMO Y HOTELERIA,1,248,0.4
Fuerza Popular,GENERAL,INGENIERIA,183,2794,6.55
Fuerza Popular,GENERAL,EDUCACION,153,2794,5.48
Fuerza Popular,GENERAL,DERECHO,145,2794,5.19
Fuerza Popular,GENERAL,ADMINISTRACION,115,2794,4.12
Fuerza Popular,GENERAL,CONTABILIDAD,67,2794,2.4
Fuerza Popular,GENERAL,ENFERMERIA,34,2794,1.22
Fuerza Popular,GENERAL,CIENCIAS POLITICAS,30,2794,1.07
Fuerza Popular,GENERAL,ECONOMIA,29,2794,1.04
Fuerza Popular,GENERAL,PSICOLOGIA,26,2794,0.93
Fuerza Popular,GENERAL,OTROS - OFICIO TECNICO,21,2794,0.75
Fuerza Popular,GENERAL,MEDICINA,19,2794,0.68
Fuerza Popular,GENERAL,ARQUITECTURA,18,2794,0.64
Fuerza Popular,GENERAL,MEDICO CIRUJANO,18,2794,0.64
Fuerza Popular,GENERAL,OBSTETRICIA,15,2794,0.54
Fuerza Popular,GENERAL,AGROPECUARIA,14,2794,0.5
Fuerza Popular,GENERAL,CIENCIAS DE LA COMUNICACION,14,2794,0.5
Fuerza Popular,GENERAL,ODONTOLOGIA,14,2794,0.5
Fuerza Popular,GENERAL,BIOLOGIA,9,2794,0.32
Fuerza Popular,GENERAL,SOCIOLOGIA,7,2794,0.25
Fuerza Popular,GENERAL,COMPUTACION E INFORMATICA,6,2794,0.21
Fuerza Popular,GENERAL,MEDICO VETERINARIO,5,2794,0.18
Fuerza Popular,GENERAL,TECNOLOGIA MEDICA,5,2794,0.18
Fuerza Popular,GENERAL,FARMACIA Y BIOQUIMICA,4,2794,0.14
Fuerza Popular,GENERAL,INSTRUCTOR DEPORTIVO,4,2794,0.14
Fuerza Popular,GENERAL,TURISMO Y HOTELERIA,4,2794,0.14
Fuerza Popular,GENERAL,IDIOMAS,3,2794,0.11
Fuerza Popular,GENERAL,MATEMATICA Y ESTADISTICA,3,2794,0.11
Fuerza Popular,GENERAL,POLICIA O MILITAR,3,2794,0.11
Fuerza Popular,GENERAL,ANTROPOLOGIA,2,2794,0.07
Fuerza Popular,GENERAL,FILOSOFIA Y TEOLOGIA,2,2794,0.07
Fuerza Popular,GENERAL,NUTRICION Y DIETETICA,2,2794,0.07
Fuerza Popular,GENERAL,ARTE Y DISENO,1,2794,0.04
Fuerza Popular,GENERAL,CIENCIAS MARITIMAS NAVALES,1,2794,0.04
Fuerza Popular,GENERAL,CIENCIAS SOCIALES,1,2794,0.04
Fuerza Popular,GENERAL,ENERGIA SOLAR,1,2794,0.04
Fuerza Popular,GENERAL,FISIOTERAPIA Y TERAPIA FISICA,1,2794,0.04
Fuerza Popular,GENERAL,GASTRONOMIA,1,2794,0.04
Fuerza Popular,GENERAL,MARKETING,1,2794,0.04
Fuerza Popular,MUNICIPAL DISTRITAL,INGENIERIA,119,2072,5.74
Fuerza Popular,MUNICIPAL DISTRITAL,EDUCACION,94,2072,4.54
Fuerza Popular,MUNICIPAL DISTRITAL,DERECHO,79,2072,3.81
Fuerza Popular,MUNICIPAL DISTRITAL,ADMINISTRACION,71,2072,3.43
Fuerza Popular,MUNICIPAL DISTRITAL,CONTABILIDAD,39,2072,1.88
Fuerza Popular,MUNICIPAL DISTRITAL,ENFERMERIA,25,2072,1.21
Fuerza Popular,MUNICIPAL DISTRITAL,PSICOLOGIA,20,2072,0.97
Fuerza Popular,MUNICIPAL DISTRITAL,CIENCIAS POLITICAS,17,2072,0.82
Fuerza Popular,MUNICIPAL DISTRITAL,ECONOMIA,15,2072,0.72
Fuerza Popular,MUNICIPAL DISTRITAL,OBSTETRICIA,14,2072,0.68
Fuerza Popular,MUNICIPAL DISTRITAL,OTROS - OFICIO TECNICO,14,2072,0.68
Fuerza Popular,MUNICIPAL DISTRITAL,CIENCIAS DE LA COMUNICACION,13,2072,0.63
Fuerza Popular,MUNICIPAL DISTRITAL,AGROPECUARIA,12,2072,0.58
Fuerza Popular,MUNICIPAL DISTRITAL,ODONTOLOGIA,12,2072,0.58
Fuerza Popular,MUNICIPAL DISTRITAL,ARQUITECTURA,9,2072,0.43
Fuerza Popular,MUNICIPAL DISTRITAL,MEDICINA,8,2072,0.39
Fuerza Popular,MUNICIPAL DISTRITAL,MEDICO CIRUJANO,8,2072,0.39
Fuerza Popular,MUNICIPAL DISTRITAL,SOCIOLOGIA,6,2072,0.29
Fuerza Popular,MUNICIPAL DISTRITAL,COMPUTACION E INFORMATICA,4,2072,0.19
Fuerza Popular,MUNICIPAL DISTRITAL,MEDICO VETERINARIO,4,2072,0.19
Fuerza Popular,MUNICIPAL DISTRITAL,BIOLOGIA,3,2072,0.14
Fuerza Popular,MUNICIPAL DISTRITAL,FARMACIA Y BIOQUIMICA,3,2072,0.14
Fuerza Popular,MUNICIPAL DISTRITAL,INSTRUCTOR DEPORTIVO,3,2072,0.14
Fuerza Popular,MUNICIPAL DISTRITAL,TECNOLOGIA MEDICA,3,2072,0.14
Fuerza Popular,MUNICIPAL DISTRITAL,ANTROPOLOGIA,2,2072,0.1
Fuerza Popular,MUNICIPAL DISTRITAL,MATEMATICA Y ESTADISTICA,2,2072,0.1
Fuerza Popular,MUNICIPAL DISTRITAL,NUTRICION Y DIETETICA,2,2072,0.1
Fuerza Popular,MUNICIPAL DISTRITAL,POLICIA O MILITAR,2,2072,0.1
Fuerza Popular,MUNICIPAL DISTRITAL,ARTE Y DISENO,1,2072,0.05
Fuerza Popular,MUNICIPAL DISTRITAL,FILOSOFIA Y TEOLOGIA,1,2072,0.05
Fuerza Popular,MUNICIPAL DISTRITAL,GASTRONOMIA,1,2072,0.05
Fuerza Popular,MUNICIPAL DISTRITAL,IDIOMAS,1,2072,0.05
Fuerza Popular,MUNICIPAL DISTRITAL,TURISMO Y HOTELERIA,1,2072,0.05
Fuerza Popular,MUNICIPAL PROVINCIAL,INGENIERIA,57,579,9.84
Fuerza Popular,MUNICIPAL PROVINCIAL,DERECHO,52,579,8.98
Fuerza Popular,MUNICIPAL PROVINCIAL,EDUCACION,50,579,8.64
Fuerza Popular,MUNICIPAL PROVINCIAL,ADMINISTRACION,31,579,5.35
Fuerza Popular,MUNICIPAL PROVINCIAL,CONTABILIDAD,23,579,3.97
Fuerza Popular,MUNICIPAL PROVINCIAL,CIENCIAS POLITICAS,10,579,1.73
Fuerza Popular,MUNICIPAL PROVINCIAL,ECONOMIA,10,579,1.73
Fuerza Popular,MUNICIPAL PROVINCIAL,ARQUITECTURA,9,579,1.55
Fuerza Popular,MUNICIPAL PROVINCIAL,ENFERMERIA,8,579,1.38
Fuerza Popular,MUNICIPAL PROVINCIAL,MEDICINA,8,579,1.38
Fuerza Popular,MUNICIPAL PROVINCIAL,OTROS - OFICIO TECNICO,7,579,1.21
Fuerza Popular,MUNICIPAL PROVINCIAL,MEDICO CIRUJANO,6,579,1.04
Fuerza Popular,MUNICIPAL PROVINCIAL,BIOLOGIA,5,579,0.86
Fuerza Popular,MUNICIPAL PROVINCIAL,PSICOLOGIA,5,579,0.86
Fuerza Popular,MUNICIPAL PROVINCIAL,AGROPECUARIA,2,579,0.35
Fuerza Popular,MUNICIPAL PROVINCIAL,COMPUTACION E INFORMATICA,2,579,0.35
Fuerza Popular,MUNICIPAL PROVINCIAL,IDIOMAS,2,579,0.35
Fuerza Popular,MUNICIPAL PROVINCIAL,ODONTOLOGIA,2,579,0.35
Fuerza Popular,MUNICIPAL PROVINCIAL,TECNOLOGIA MEDICA,2,579,0.35
Fuerza Popular,MUNICIPAL PROVINCIAL,TURISMO Y HOTELERIA,2,579,0.35
Fuerza Popular,MUNICIPAL PROVINCIAL,CIENCIAS DE LA COMUNICACION,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,CIENCIAS MARITIMAS NAVALES,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,CIENCIAS SOCIALES,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,ENERGIA SOLAR,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,FILOSOFIA Y TEOLOGIA,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,MARKETING,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,MATEMATICA Y ESTADISTICA,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,MEDICO VETERINARIO,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,OBSTETRICIA,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,POLICIA O MILITAR,1,579,0.17
Fuerza Popular,MUNICIPAL PROVINCIAL,SOCIOLOGIA,1,579,0.17
Fuerza Popular,REGIONAL,DERECHO,14,143,9.79
Fuerza Popular,REGIONAL,ADMINISTRACION,13,143,9.09
Fuerza Popular,REGIONAL,EDUCACION,9,143,6.29
Fuerza Popular,REGIONAL,INGENIERIA,7,143,4.9
Fuerza Popular,REGIONAL,CONTABILIDAD,5,143,3.5
Fuerza Popular,REGIONAL,ECONOMIA,4,143,2.8
Fuerza Popular,REGIONAL,MEDICO CIRUJANO,4,143,2.8
Fuerza Popular,REGIONAL,CIENCIAS POLITICAS,3,143,2.1
Fuerza Popular,REGIONAL,MEDICINA,3,143,2.1
Fuerza Popular,REGIONAL,BIOLOGIA,1,143,0.7
Fuerza Popular,REGIONAL,ENFERMERIA,1,143,0.7
Fuerza Popular,REGIONAL,FARMACIA Y BIOQUIMICA,1,143,0.7
Fuerza Popular,REGIONAL,FISIOTERAPIA Y TERAPIA FISICA,1,143,0.7
Fuerza Popular,REGIONAL,INSTRUCTOR DEPORTIVO,1,143,0.7
Fuerza Popular,REGIONAL,PSICOLOGIA,1,143,0.7
Fuerza Popular,REGIONAL,TURISMO Y HOTELERIA,1,143,0.7
Juntos por el Perú,GENERAL,EDUCACION,221,1970,11.22
Juntos por el Perú,GENERAL,INGENIERIA,109,1970,5.53
Juntos por el Perú,GENERAL,DERECHO,82,1970,4.16
Juntos por el Perú,GENERAL,ADMINISTRACION,58,1970,2.94
Juntos por el Perú,GENERAL,CONTABILIDAD,43,1970,2.18
Juntos por el Perú,GENERAL,ENFERMERIA,23,1970,1.17
Juntos por el Perú,GENERAL,CIENCIAS POLITICAS,20,1970,1.02
Juntos por el Perú,GENERAL,ECONOMIA,19,1970,0.96
Juntos por el Perú,GENERAL,PSICOLOGIA,19,1970,0.96
Juntos por el Perú,GENERAL,SOCIOLOGIA,14,1970,0.71
Juntos por el Perú,GENERAL,AGROPECUARIA,11,1970,0.56
Juntos por el Perú,GENERAL,ARQUITECTURA,9,1970,0.46
Juntos por el Perú,GENERAL,CIENCIAS DE LA COMUNICACION,8,1970,0.41
Juntos por el Perú,GENERAL,MEDICO VETERINARIO,8,1970,0.41
Juntos por el Perú,GENERAL,FARMACIA Y BIOQUIMICA,5,1970,0.25
Juntos por el Perú,GENERAL,MEDICO CIRUJANO,5,1970,0.25
Juntos por el Perú,GENERAL,NUTRICION Y DIETETICA,5,1970,0.25
Juntos por el Perú,GENERAL,TURISMO Y HOTELERIA,5,1970,0.25
Juntos por el Perú,GENERAL,ARQUEOLOGIA,4,1970,0.2
Juntos por el Perú,GENERAL,OTROS - OFICIO TECNICO,4,1970,0.2
Juntos por el Perú,GENERAL,TECNOLOGIA MEDICA,4,1970,0.2
Juntos por el Perú,GENERAL,BIOLOGIA,3,1970,0.15
Juntos por el Perú,GENERAL,COMPUTACION E INFORMATICA,3,1970,0.15
Juntos por el Perú,GENERAL,INSTRUCTOR DEPORTIVO,3,1970,0.15
Juntos por el Perú,GENERAL,MATEMATICA Y ESTADISTICA,3,1970,0.15
Juntos por el Perú,GENERAL,OBSTETRICIA,3,1970,0.15
Juntos por el Perú,GENERAL,ODONTOLOGIA,3,1970,0.15
Juntos por el Perú,GENERAL,ANTROPOLOGIA,2,1970,0.1
Juntos por el Perú,GENERAL,CIENCIAS SOCIALES,2,1970,0.1
Juntos por el Perú,GENERAL,HISTORIA,2,1970,0.1
Juntos por el Perú,GENERAL,MEDICINA,2,1970,0.1
Juntos por el Perú,GENERAL,POLICIA O MILITAR,2,1970,0.1
Juntos por el Perú,GENERAL,CIENCIAS FORESTALES Y AMBIENTALES,1,1970,0.05
Juntos por el Perú,GENERAL,CONSTRUCCION CIVIL,1,1970,0.05
